,YearStart,YearEnd,LocationAbbr,LocationDesc,Datasource,Class,Topic,Question,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit ,Sample_Size,Total,Age(years),Education,Gender,Income,Race/Ethnicity,GeoLocation,ClassID,TopicID,QuestionID,DataValueTypeID,LocationID,StratificationCategory1,Stratification1,StratificationCategoryId1,StratificationID1
14803,2017,2017,ID,Idaho,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,21.4,,~,Data not available because sample size is insufficient.,,,,,,,,,Non-Hispanic Black,"(43.682630005, -114.363730042)",FV,FV1,Q019,VALUE,16,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
14804,2019,2019,WI,Wisconsin,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,53.8,53.8,,,48.3,59.3,585.0,,,,,"$35,000 - $49,999",,"(44.39319117400049, -89.81637074199966)",PA,PA1,Q043,VALUE,55,Income,"$35,000 - $49,999",INC,INC3550
14805,2011,2011,OH,Ohio,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,32.6,32.6,,,30.5,34.8,3361.0,,,High school graduate,,,,"(40.060210141, -82.404260056)",PA,PA1,Q047,VALUE,39,Education,High school graduate,EDU,EDUHSGRAD
14806,2018,2018,MS,Mississippi,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,47.0,47.0,,,42.3,51.7,749.0,,,Less than high school,,,,"(32.745510099000455, -89.53803082499968)",PA,PA1,Q047,VALUE,28,Education,Less than high school,EDU,EDUHS
14807,2013,2013,AZ,Arizona,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,19.2,19.2,,,16.3,22.6,1362.0,,,College graduate,,,,"(34.86597028, -111.763811277)",OWS,OWS1,Q036,VALUE,4,Education,College graduate,EDU,EDUCOGRAD
14808,2016,2016,IL,Illinois,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,23.9,23.9,,,22.4,25.5,4762.0,Total,,,,,,"(40.485010283, -88.997710178)",PA,PA1,Q047,VALUE,17,Total,Total,OVR,OVERALL
14809,2013,2013,MO,Missouri,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,49.8,49.8,,,47.7,51.9,4659.0,,,,,,Non-Hispanic White,"(38.635790776, -92.566300053)",PA,PA1,Q043,VALUE,29,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
14810,2019,2019,NV,Nevada,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,17.4,17.4,,,13.9,21.5,882.0,,,College graduate,,,,"(39.493240390000494, -117.07184056399967)",FV,FV1,Q019,VALUE,32,Education,College graduate,EDU,EDUCOGRAD
14811,2017,2017,OR,Oregon,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,27.2,27.2,,,24.0,30.6,1078.0,,,High school graduate,,,,"(44.567449424, -120.155031326)",PA,PA1,Q047,VALUE,41,Education,High school graduate,EDU,EDUHSGRAD
14812,2021,2021,NY,New York,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,24.1,24.1,,,22.0,26.5,3031.0,,25 - 34,,,,,"(42.82700103200045, -75.54397042699964)",FV,FV1,Q019,VALUE,36,Age (years),25 - 34,AGEYR,AGEYR2534
14813,2019,2019,NH,New Hampshire,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,31.8,31.8,,,30.0,33.6,5220.0,Total,,,,,,"(43.65595011300047, -71.50036091999965)",OWS,OWS1,Q036,VALUE,33,Total,Total,OVR,OVERALL
14814,2018,2018,WA,Washington,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,10.6,10.6,,,9.5,11.9,4091.0,,,,,"$75,000 or greater",,"(47.52227862900048, -120.47001078999972)",PA,PA1,Q047,VALUE,53,Income,"$75,000 or greater",INC,INC75PLUS
14815,2019,2019,TX,Texas,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,26.8,26.8,,,23.0,30.9,1492.0,,45 - 54,,,,,"(31.827240407000488, -99.42677020599967)",PA,PA1,Q045,VALUE,48,Age (years),45 - 54,AGEYR,AGEYR4554
14816,2011,2011,NC,North Carolina,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,37.5,37.5,,,33.9,41.3,1431.0,,35 - 44,,,,,"(35.466220975, -79.159250463)",OWS,OWS1,Q037,VALUE,37,Age (years),35 - 44,AGEYR,AGEYR3544
14817,2017,2017,PR,Puerto Rico,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,31.1,,~,Data not available because sample size is insufficient.,,,,,,,,,2 or more races,"(18.220833, -66.590149)",PA,PA1,Q045,VALUE,72,Race/Ethnicity,2 or more races,RACE,RACE2PLUS
14818,2012,2012,KS,Kansas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,19.6,19.6,,,16.1,23.7,553.0,,18 - 24,,,,,"(38.3477403, -98.200781227)",OWS,OWS1,Q036,VALUE,20,Age (years),18 - 24,AGEYR,AGEYR1824
14819,2012,2012,VA,Virginia,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,22.0,22.0,,,13.1,34.7,77.0,,,,,,Other,"(37.542680674, -78.457890463)",OWS,OWS1,Q036,VALUE,51,Race/Ethnicity,Other,RACE,RACEOTH
14820,2018,2018,IN,Indiana,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,26.5,26.5,,,23.7,29.4,1195.0,,45 - 54,,,,,"(39.766910452000445, -86.14996019399968)",PA,PA1,Q047,VALUE,18,Age (years),45 - 54,AGEYR,AGEYR4554
14821,2016,2016,IA,Iowa,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,41.7,41.7,,,39.0,44.5,1853.0,,,,,"$75,000 or greater",,"(42.469400913, -93.816490556)",OWS,OWS1,Q037,VALUE,19,Income,"$75,000 or greater",INC,INC75PLUS
14822,2019,2019,OR,Oregon,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,37.2,37.2,,,33.7,40.9,1171.0,,,,,Data not reported,,"(44.56744942400047, -120.15503132599969)",FV,FV1,Q018,VALUE,41,Income,Data not reported,INC,INCNR
14823,2014,2014,US,National,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,41.1,41.1,,,40.6,41.5,183706.0,,,,Male,,,,OWS,OWS1,Q037,VALUE,59,Gender,Male,GEN,MALE
14824,2021,2021,LA,Louisiana,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,31.2,31.2,,,27.3,35.3,764.0,,45 - 54,,,,,"(31.31266064400046, -92.44568007099969)",OWS,OWS1,Q037,VALUE,22,Age (years),45 - 54,AGEYR,AGEYR4554
14825,2020,2020,IN,Indiana,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,34.5,,~,Data not available because sample size is insufficient.,,,,,,,,,Hawaiian/Pacific Islander,"(39.766910452000445, -86.14996019399968)",OWS,OWS1,Q037,VALUE,18,Race/Ethnicity,Hawaiian/Pacific Islander,RACE,RACEHPI
14826,2014,2014,ID,Idaho,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,31.0,,~,Data not available because sample size is insufficient.,,,,,,,,,Non-Hispanic Black,"(43.682630005, -114.363730042)",OWS,OWS1,Q036,VALUE,16,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
14827,2020,2020,GU,Guam,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,36.2,36.2,,,25.2,48.8,126.0,,,Less than high school,,,,"(13.444304, 144.793731)",PA,PA1,Q047,VALUE,66,Education,Less than high school,EDU,EDUHS
14828,2019,2019,IA,Iowa,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,45.2,45.2,,,41.5,48.9,1021.0,,,,,"$15,000 - $24,999",,"(42.46940091300047, -93.81649055599968)",FV,FV1,Q018,VALUE,19,Income,"$15,000 - $24,999",INC,INC1525
14829,2013,2013,OR,Oregon,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,46.0,46.0,,,41.2,51.0,708.0,,,,,"$35,000 - $49,999",,"(44.567449424, -120.155031326)",PA,PA1,Q045,VALUE,41,Income,"$35,000 - $49,999",INC,INC3550
14830,2015,2015,SD,South Dakota,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,32.8,32.8,,,27.5,38.5,635.0,,25 - 34,,,,,"(44.353130053, -100.373530637)",OWS,OWS1,Q037,VALUE,46,Age (years),25 - 34,AGEYR,AGEYR2534
14831,2020,2020,HI,Hawaii,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,15.4,15.4,,,12.8,18.6,968.0,,25 - 34,,,,,"(21.304850435000446, -157.85774940299973)",PA,PA1,Q047,VALUE,15,Age (years),25 - 34,AGEYR,AGEYR2534
14832,2021,2021,TN,Tennessee,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,30.6,30.6,,,24.0,38.2,284.0,,,,,"Less than $15,000",,"(35.68094058000048, -85.77449091399967)",OWS,OWS1,Q037,VALUE,47,Income,"Less than $15,000",INC,INCLESS15
14833,2014,2014,MD,Maryland,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,27.9,27.9,,,26.2,29.7,8289.0,,,,,,Non-Hispanic White,"(39.290580964, -76.609260111)",OWS,OWS1,Q036,VALUE,24,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
14834,2019,2019,KS,Kansas,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,,Value,20.6,20.6,,,18.0,23.6,1421.0,,,,,Data not reported,,"(38.34774030000045, -98.20078122699965)",PA,PA1,Q044,VALUE,20,Income,Data not reported,INC,INCNR
14835,2019,2019,GA,Georgia,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,43.6,43.6,,,38.8,48.5,1022.0,,,,,"$15,000 - $24,999",,"(32.83968109300048, -83.62758034599966)",FV,FV1,Q018,VALUE,13,Income,"$15,000 - $24,999",INC,INC1525
14836,2021,2021,AL,Alabama,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,39.9,39.9,,,37.9,41.8,4247.0,Total,,,,,,"(32.84057112200048, -86.63186076199969)",OWS,OWS1,Q036,VALUE,1,Total,Total,OVR,OVERALL
14837,2016,2016,GU,Guam,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,34.9,34.9,,,28.6,41.9,353.0,,,Some college or technical school,,,,"(13.444304, 144.793731)",OWS,OWS1,Q037,VALUE,66,Education,Some college or technical school,EDU,EDUCOTEC
14838,2017,2017,IA,Iowa,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,24.8,24.8,,,21.8,28.1,934.0,,,,,"$35,000 - $49,999",,"(42.469400913, -93.816490556)",PA,PA1,Q045,VALUE,19,Income,"$35,000 - $49,999",INC,INC3550
14839,2022,2022,MD,Maryland,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,33.2,33.2,,,31.9,34.4,14263.0,Total,,,,,,"(39.29058096400047, -76.60926011099963)",OWS,OWS1,Q036,VALUE,24,Total,Total,OVR,OVERALL
14840,2017,2017,DE,Delaware,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,,Value,23.3,23.3,,,17.2,30.8,216.0,,18 - 24,,,,,"(39.008830667, -75.577741168)",PA,PA1,Q044,VALUE,10,Age (years),18 - 24,AGEYR,AGEYR1824
14841,2017,2017,UT,Utah,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,40.5,40.5,,,36.4,44.7,764.0,,,,,,Hispanic,"(39.360700171, -111.587130635)",PA,PA1,Q043,VALUE,49,Race/Ethnicity,Hispanic,RACE,RACEHIS
14842,2016,2016,MA,Massachusetts,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,27.6,27.6,,,25.1,30.4,1867.0,,,High school graduate,,,,"(42.27687047, -72.082690675)",PA,PA1,Q047,VALUE,25,Education,High school graduate,EDU,EDUHSGRAD
14843,2018,2018,VT,Vermont,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,29.8,29.8,,,24.3,35.9,556.0,,,,,"$25,000 - $34,999",,"(43.62538123900049, -72.51764079099962)",OWS,OWS1,Q037,VALUE,50,Income,"$25,000 - $34,999",INC,INC2535
14844,2022,2022,CA,California,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,19.7,19.7,,,18.2,21.3,5699.0,,,,Male,,,"(37.63864012300047, -120.99999953799971)",PA,PA1,Q047,VALUE,6,Gender,Male,GEN,MALE
14845,2013,2013,VA,Virginia,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,42.5,42.5,,,37.6,47.5,670.0,,,,,"Less than $15,000",,"(37.542680674, -78.457890463)",PA,PA1,Q043,VALUE,51,Income,"Less than $15,000",INC,INCLESS15
14846,2017,2017,IA,Iowa,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,,Value,16.4,16.4,,,14.2,19.0,1091.0,,45 - 54,,,,,"(42.469400913, -93.816490556)",PA,PA1,Q044,VALUE,19,Age (years),45 - 54,AGEYR,AGEYR4554
14847,2011,2011,AR,Arkansas,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,45.6,45.6,,,42.7,48.6,1688.0,,65 or older,,,,,"(34.748650124, -92.274490743)",PA,PA1,Q043,VALUE,5,Age (years),65 or older,AGEYR,AGEYR65PLUS
14848,2018,2018,NM,New Mexico,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,37.8,37.8,,,35.0,40.7,1991.0,,,,,,Hispanic,"(34.52088095200048, -106.24058098499967)",OWS,OWS1,Q036,VALUE,35,Race/Ethnicity,Hispanic,RACE,RACEHIS
14849,2015,2015,FL,Florida,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,26.0,26.0,,,24.6,27.5,6542.0,,,,,,Non-Hispanic White,"(28.932040377, -81.928960539)",OWS,OWS1,Q036,VALUE,12,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
14850,2014,2014,VA,Virginia,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,27.0,27.0,,,22.4,32.0,400.0,,18 - 24,,,,,"(37.542680674, -78.457890463)",OWS,OWS1,Q037,VALUE,51,Age (years),18 - 24,AGEYR,AGEYR1824
14851,2020,2020,HI,Hawaii,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,29.6,29.6,,,25.4,34.2,802.0,,,,,Data not reported,,"(21.304850435000446, -157.85774940299973)",OWS,OWS1,Q037,VALUE,15,Income,Data not reported,INC,INCNR
14852,2011,2011,MI,Michigan,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,34.5,34.5,,,31.0,38.1,1491.0,,,,,"$35,000 - $49,999",,"(44.661319543001, -84.71439027)",PA,PA1,Q045,VALUE,26,Income,"$35,000 - $49,999",INC,INC3550
14853,2020,2020,WI,Wisconsin,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,12.6,12.6,,,5.9,24.9,57.0,,,,,,2 or more races,"(44.39319117400049, -89.81637074199966)",OWS,OWS1,Q036,VALUE,55,Race/Ethnicity,2 or more races,RACE,RACE2PLUS
14854,2011,2011,AR,Arkansas,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,30.0,30.0,,,24.8,35.8,556.0,,,,,"$35,000 - $49,999",,"(34.748650124, -92.274490743)",PA,PA1,Q047,VALUE,5,Income,"$35,000 - $49,999",INC,INC3550
14855,2017,2017,AK,Alaska,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,40.8,40.8,,,26.9,56.4,79.0,,,,,,Hispanic,"(64.845079957001, -147.722059036)",PA,PA1,Q046,VALUE,2,Race/Ethnicity,Hispanic,RACE,RACEHIS
14856,2021,2021,TN,Tennessee,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,46.1,46.1,,,44.1,48.1,4152.0,Total,,,,,,"(35.68094058000048, -85.77449091399967)",FV,FV1,Q018,VALUE,47,Total,Total,OVR,OVERALL
14857,2017,2017,AL,Alabama,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,39.0,39.0,,,35.8,42.3,1333.0,,55 - 64,,,,,"(32.840571122, -86.631860762)",PA,PA1,Q047,VALUE,1,Age (years),55 - 64,AGEYR,AGEYR5564
14858,2011,2011,NC,North Carolina,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,,Value,16.1,16.1,,,13.3,19.4,1724.0,,,,,Data not reported,,"(35.466220975, -79.159250463)",PA,PA1,Q044,VALUE,37,Income,Data not reported,INC,INCNR
14859,2015,2015,LA,Louisiana,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,34.5,,~,Data not available because sample size is insufficient.,,,,,,,,,American Indian/Alaska Native,"(31.312660644, -92.445680071)",OWS,OWS1,Q037,VALUE,22,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA
14860,2013,2013,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,47.8,47.8,,,43.2,52.5,1253.0,,18 - 24,,,,,"(28.932040377, -81.928960539)",PA,PA1,Q046,VALUE,12,Age (years),18 - 24,AGEYR,AGEYR1824
14861,2017,2017,FL,Florida,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,10.6,10.6,,,5.1,20.6,111.0,,,,,,Other,"(28.932040377, -81.928960539)",OWS,OWS1,Q036,VALUE,12,Race/Ethnicity,Other,RACE,RACEOTH
14862,2017,2017,NV,Nevada,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,50.2,50.2,,,37.9,62.5,101.0,,,,,,Asian,"(39.49324039, -117.071840564)",FV,FV1,Q018,VALUE,32,Race/Ethnicity,Asian,RACE,RACEASN
14863,2022,2022,OH,Ohio,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,18.4,18.4,,,12.3,26.7,190.0,,,,,,Asian,"(40.06021014100048, -82.40426005599966)",PA,PA1,Q047,VALUE,39,Race/Ethnicity,Asian,RACE,RACEASN
14864,2021,2021,GU,Guam,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,46.6,46.6,,,39.7,53.6,524.0,,,High school graduate,,,,"(13.444304, 144.793731)",FV,FV1,Q018,VALUE,66,Education,High school graduate,EDU,EDUHSGRAD
14865,2013,2013,NH,New Hampshire,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,25.5,25.5,,,23.2,28.0,2079.0,,65 or older,,,,,"(43.655950113, -71.50036092)",OWS,OWS1,Q036,VALUE,33,Age (years),65 or older,AGEYR,AGEYR65PLUS
14866,2017,2017,AL,Alabama,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,16.4,16.4,,,15.0,18.1,4137.0,,,,,,Non-Hispanic White,"(32.840571122, -86.631860762)",FV,FV1,Q019,VALUE,1,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
14867,2015,2015,NE,Nebraska,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,38.0,38.0,,,32.9,43.4,880.0,,,Less than high school,,,,"(41.641040988001, -99.365720623)",PA,PA1,Q043,VALUE,31,Education,Less than high school,EDU,EDUHS
14868,2017,2017,RI,Rhode Island,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,30.2,30.2,,,27.8,32.6,2843.0,,,,Female,,,"(41.708280193, -71.522470314)",OWS,OWS1,Q037,VALUE,44,Gender,Female,GEN,FEMALE
14869,2017,2017,ME,Maine,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,12.4,12.4,,,9.3,16.4,717.0,,25 - 34,,,,,"(45.254228894001, -68.985031336)",FV,FV1,Q019,VALUE,23,Age (years),25 - 34,AGEYR,AGEYR2534
14870,2021,2021,TX,Texas,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,41.4,41.4,,,38.1,44.7,2494.0,,,Some college or technical school,,,,"(31.827240407000488, -99.42677020599967)",FV,FV1,Q018,VALUE,48,Education,Some college or technical school,EDU,EDUCOTEC
14871,2016,2016,AZ,Arizona,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,24.7,24.7,,,21.5,28.3,1421.0,,45 - 54,,,,,"(34.86597028, -111.763811277)",PA,PA1,Q047,VALUE,4,Age (years),45 - 54,AGEYR,AGEYR4554
14872,2011,2011,NH,New Hampshire,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,23.5,23.5,,,13.0,38.5,50.0,,,,,,Asian,"(43.655950113, -71.50036092)",PA,PA1,Q045,VALUE,33,Race/Ethnicity,Asian,RACE,RACEASN
14873,2015,2015,NH,New Hampshire,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,34.3,34.3,,,31.6,37.1,2593.0,,,,Male,,,"(43.655950113, -71.50036092)",PA,PA1,Q046,VALUE,33,Gender,Male,GEN,MALE
14874,2022,2022,WI,Wisconsin,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,38.3,38.3,,,34.6,42.0,1231.0,,,,,"$35,000 - $49,999",,"(44.39319117400049, -89.81637074199966)",OWS,OWS1,Q036,VALUE,55,Income,"$35,000 - $49,999",INC,INC3550
14875,2019,2019,NH,New Hampshire,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,39.2,39.2,,,36.0,42.4,1748.0,,,,,"$75,000 or greater",,"(43.65595011300047, -71.50036091999965)",OWS,OWS1,Q037,VALUE,33,Income,"$75,000 or greater",INC,INC75PLUS
